"Binomial1","Binomial2","Binomial3","Binomial4","Binomial5"
"Neophocaena_asiaeorientalis","Neophocaena_asiaeorientalis","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Neophocaena_asiaeorientalis"
"Neophocaena_phocaenoides","Neophocaena_phocaenoides","Neophocaena_phocaenoides","Neophocaena_phocaenoides","Neophocaena_phocaenoides"
"Neopteryx_frosti","Neopteryx_frosti","Neopteryx_frosti","Neopteryx_frosti","Neopteryx_frosti"
"Neoromicia_brunnea","Neoromicia_brunnea","Pipistrellus_brunneus","Neoromicia_brunneus","Neoromicia_brunnea"
"Neoromicia_capensis","Neoromicia_capensis","Pipistrellus_capensis","Neoromicia_capensis","Neoromicia_capensis"
"Neoromicia_flavescens","Neoromicia_flavescens","Pipistrellus_flavescens","Neoromicia_flavescens","Neoromicia_flavescens"
"Neoromicia_guineensis","Neoromicia_guineensis","Pipistrellus_guineensis","Neoromicia_guineensis","Neoromicia_guineensis"
"Neoromicia_helios","Neoromicia_helios","Pipistrellus_helios","Neoromicia_helios","Neoromicia_helios"
"Neoromicia_malagasyensis","Neoromicia_malagasyensis","Eptesicus_malagasyensis","000 Species not accepted_000 Species not accepted","Neoromicia_malagasyensis"
"Neoromicia_matroka","Neoromicia_matroka","Eptesicus_matroka","Eptesicus_matroka","Neoromicia_matroka"
"Neoromicia_melckorum","Neoromicia_melckorum","Pipistrellus_melckorum","Neoromicia_melckorum","Neoromicia_melckorum"
"Neoromicia_nana","Neoromicia_nana","Pipistrellus_nanus","Neoromicia_nanus","Neoromicia_nana"
"Neoromicia_rendalli","Neoromicia_rendalli","Pipistrellus_rendalli","Neoromicia_rendalli","Neoromicia_rendalli"
"Neoromicia_somalica","Neoromicia_somalica","Pipistrellus_somalicus","Neoromicia_somalicus","Neoromicia_somalica"
"Neoromicia_tenuipinnis","Neoromicia_tenuipinnis","Pipistrellus_tenuipinnis","Neoromicia_tenuipinnis","Neoromicia_tenuipinnis"
"Neoromicia_zuluensis","Neoromicia_zuluensis","Pipistrellus_zuluensis","Neoromicia_zuluensis","Neoromicia_zuluensis"
"Neosclerocalyptus_paskoenis","Neosclerocalyptus_paskoenis","Neosclerocalyptus_paskoenis","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Neotamias_alpinus","Tamias_alpinus","Tamias_alpinus","Tamias_alpinus","Neotamias_alpinus"
"Neotamias_amoenus","Tamias_amoenus","Tamias_amoenus","Tamias_amoenus","Neotamias_amoenus"
"Neotamias_bulleri","Tamias_bulleri","Tamias_bulleri","Tamias_bulleri","Neotamias_bulleri"
"Neotamias_canipes","Tamias_canipes","Tamias_canipes","Tamias_canipes","Neotamias_canipes"
"Neotamias_cinereicollis","Tamias_cinereicollis","Tamias_cinereicollis","Tamias_cinereicollis","Neotamias_cinereicollis"
"Neotamias_dorsalis","Tamias_dorsalis","Tamias_dorsalis","Tamias_dorsalis","Neotamias_dorsalis"
"Neotamias_durangae","Tamias_durangae","Tamias_durangae","Tamias_durangae","Neotamias_durangae"
"Neotamias_merriami","Tamias_merriami","Tamias_merriami","Tamias_merriami","Neotamias_merriami"
"Neotamias_minimus","Tamias_minimus","Tamias_minimus","Tamias_minimus","Neotamias_minimus"
"Neotamias_obscurus","Tamias_obscurus","Tamias_obscurus","Tamias_obscurus","Neotamias_obscurus"
"Neotamias_ochrogenys","Tamias_ochrogenys","Tamias_ochrogenys","Tamias_ochrogenys","Neotamias_ochrogenys"
"Neotamias_palmeri","Tamias_palmeri","Tamias_palmeri","Tamias_palmeri","Neotamias_palmeri"
"Neotamias_panamintinus","Tamias_panamintinus","Tamias_panamintinus","Tamias_panamintinus","Neotamias_panamintinus"
"Neotamias_quadrimaculatus","Tamias_quadrimaculatus","Tamias_quadrimaculatus","Tamias_quadrimaculatus","Neotamias_quadrimaculatus"
"Neotamias_quadrivittatus","Tamias_quadrivittatus","Tamias_quadrivittatus","Tamias_quadrivittatus","Neotamias_quadrivittatus"
"Neotamias_ruficaudus","Tamias_ruficaudus","Tamias_ruficaudus","Tamias_ruficaudus","Neotamias_ruficaudus"
"Neotamias_rufus","Tamias_rufus","Tamias_rufus","Tamias_rufus","Neotamias_rufus"
"Neotamias_senex","Tamias_senex","Tamias_senex","Tamias_senex","Neotamias_senex"
"Neotamias_siskiyou","Tamias_siskiyou","Tamias_siskiyou","Tamias_siskiyou","Neotamias_siskiyou"
"Neotamias_sonomae","Tamias_sonomae","Tamias_sonomae","Tamias_sonomae","Neotamias_sonomae"
"Neotamias_speciosus","Tamias_speciosus","Tamias_speciosus","Tamias_speciosus","Neotamias_speciosus"
"Neotamias_townsendii","Tamias_townsendii","Tamias_townsendii","Tamias_townsendii","Neotamias_townsendii"
"Neotamias_umbrinus","Tamias_umbrinus","Tamias_umbrinus","Tamias_umbrinus","Neotamias_umbrinus"
"Neotetracus_sinensis","Neotetracus_sinensis","Neotetracus_sinensis","Neotetracus_sinensis","Neotetracus_sinensis"
"Neotoma_albigula","Neotoma_albigula","Neotoma_albigula","Neotoma_albigula","Neotoma_albigula"
"Neotoma_angustapalata","Neotoma_angustapalata","Neotoma_angustapalata","Neotoma_angustapalata","Neotoma_angustapalata"
"Neotoma_anthonyi","Neotoma_anthonyi","Neotoma_anthonyi","Neotoma_anthonyi","Neotoma_anthonyi"
"Neotoma_bryanti","Neotoma_bryanti","Neotoma_bryanti","Neotoma_bryanti","Neotoma_bryanti"
"Neotoma_bunkeri","Neotoma_bunkeri","Neotoma_bunkeri","Neotoma_bunkeri","Neotoma_bunkeri"
"Neotoma_chrysomelas","Neotoma_chrysomelas","Neotoma_chrysomelas","Neotoma_chrysomelas","Neotoma_chrysomelas"
"Neotoma_cinerea","Neotoma_cinerea","Neotoma_cinerea","Neotoma_cinerea","Neotoma_cinerea"
"Neotoma_devia","Neotoma_devia","Neotoma_devia","Neotoma_devia","Neotoma_devia"
"Neotoma_floridana","Neotoma_floridana","Neotoma_floridana","Neotoma_floridana","Neotoma_floridana"
"Neotoma_fuscipes","Neotoma_fuscipes","Neotoma_fuscipes","Neotoma_fuscipes","Neotoma_fuscipes"
"Neotoma_goldmani","Neotoma_goldmani","Neotoma_goldmani","Neotoma_goldmani","Neotoma_goldmani"
"Neotoma_lepida","Neotoma_lepida","Neotoma_lepida","Neotoma_lepida","Neotoma_lepida"
"Neotoma_leucodon","Neotoma_leucodon","Neotoma_leucodon","Neotoma_leucodon","Neotoma_leucodon"
"Neotoma_macrotis","Neotoma_macrotis","Neotoma_macrotis","Neotoma_macrotis","Neotoma_macrotis"
"Neotoma_magister","Neotoma_magister","Neotoma_magister","Neotoma_magister","Neotoma_magister"
"Neotoma_martinensis","Neotoma_martinensis","Neotoma_martinensis","Neotoma_martinensis","Neotoma_martinensis"
"Neotoma_mexicana","Neotoma_mexicana","Neotoma_mexicana","Neotoma_mexicana","Neotoma_mexicana"
"Neotoma_micropus","Neotoma_micropus","Neotoma_micropus","Neotoma_micropus","Neotoma_micropus"
"Neotoma_nelsoni","Neotoma_nelsoni","Neotoma_nelsoni","Neotoma_nelsoni","Neotoma_nelsoni"
"Neotoma_palatina","Neotoma_palatina","Neotoma_palatina","Neotoma_palatina","Neotoma_palatina"
"Neotoma_phenax","Neotoma_phenax","Neotoma_phenax","Neotoma_phenax","Neotoma_phenax"
"Neotoma_stephensi","Neotoma_stephensi","Neotoma_stephensi","Neotoma_stephensi","Neotoma_stephensi"
"Neotomodon_alstoni","Neotomodon_alstoni","Neotomodon_alstoni","Neotomodon_alstoni","Neotomodon_alstoni"
"Neotomys_ebriosus","Neotomys_ebriosus","Neotomys_ebriosus","Neotomys_ebriosus","Neotomys_ebriosus"
"Neotragus_batesi","Neotragus_batesi","Neotragus_batesi","Neotragus_batesi","Neotragus_batesi"
"Neotragus_pygmaeus","Neotragus_pygmaeus","Neotragus_pygmaeus","Neotragus_pygmaeus","Neotragus_pygmaeus"
"Neovison_macrodon","Neovison_macrodon","Neovison_macrodon","Neovison_macrodon","Neovison_macrodon"
"Neovison_vison","Neovison_vison","Neovison_vison","Neovison_vison","Neovison_vison"
"Nephelomys_albigularis","Nephelomys_albigularis","Nephelomys_albigularis","Oryzomys_albigularis","Nephelomys_albigularis"
"Nephelomys_auriventer","Nephelomys_auriventer","Nephelomys_auriventer","Oryzomys_auriventer","Nephelomys_auriventer"
"Nephelomys_caracolus","Nephelomys_caracolus","Nephelomys_caracolus","Oryzomys_caracolus","Nephelomys_caracolus"
"Nephelomys_devius","Nephelomys_devius","Nephelomys_devius","Oryzomys_devius","Nephelomys_devius"
"Nephelomys_keaysi","Nephelomys_keaysi","Nephelomys_keaysi","Oryzomys_keaysi","Nephelomys_keaysi"
"Nephelomys_levipes","Nephelomys_levipes","Nephelomys_levipes","Oryzomys_levipes","Nephelomys_levipes"
"Nephelomys_meridensis","Nephelomys_meridensis","Nephelomys_meridensis","Oryzomys_meridensis","Nephelomys_meridensis"
"Nesiotites_hidalgo","Nesiotites_hidalgo","Nesiotites_hidalgo","Nesiotites_hidalgo","000 Species not accepted_000 Species not accepted"
"Nesiotites_similis","Nesiotites_similis","Nesiotites_similis","Nesiotites_similis","000 Species not accepted_000 Species not accepted"
"Nesokia_bunnii","Nesokia_bunnii","Nesokia_bunnii","Nesokia_bunnii","Nesokia_bunnii"
"Nesokia_indica","Nesokia_indica","Nesokia_indica","Nesokia_indica","Nesokia_indica"
"Nesolagus_netscheri","Nesolagus_netscheri","Nesolagus_netscheri","Nesolagus_netscheri","Nesolagus_netscheri"
"Nesolagus_timminsi","Nesolagus_timminsi","Nesolagus_timminsi","Nesolagus_timminsi","Nesolagus_timminsi"
"Nesomys_audeberti","Nesomys_audeberti","Nesomys_audeberti","Nesomys_audeberti","Nesomys_audeberti"
"Nesomys_lambertoni","Nesomys_lambertoni","Nesomys_lambertoni","Nesomys_lambertoni","Nesomys_lambertoni"
"Nesomys_rufus","Nesomys_rufus","Nesomys_rufus","Nesomys_rufus","Nesomys_rufus"
"Nesophontes_edithae","Nesophontes_edithae","Nesophontes_edithae","000 Species not accepted_000 Species not accepted","Nesophontes_edithae"
"Nesophontes_hypomicrus","Nesophontes_hypomicrus","Nesophontes_hypomicrus","000 Species not accepted_000 Species not accepted","Nesophontes_hypomicrus"
"Nesophontes_major","Nesophontes_major","Nesophontes_major","000 Species not accepted_000 Species not accepted","Nesophontes_major"
"Nesophontes_micrus","Nesophontes_micrus","Nesophontes_micrus","000 Species not accepted_000 Species not accepted","Nesophontes_micrus"
"Nesophontes_paramicrus","Nesophontes_paramicrus","Nesophontes_paramicrus","000 Species not accepted_000 Species not accepted","Nesophontes_paramicrus"
"Nesophontes_spA","Nesophontes_SP_A","Nesophontes_SP_A","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Nesophontes_zamicrus","Nesophontes_zamicrus","Nesophontes_zamicrus","000 Species not accepted_000 Species not accepted","Nesophontes_zamicrus"
"Nesoromys_ceramicus","Nesoromys_ceramicus","Nesoromys_ceramicus","Nesoromys_ceramicus","Nesoromys_ceramicus"
"Nesoryzomys_darwini","Nesoryzomys_darwini","Nesoryzomys_darwini","Nesoryzomys_darwini","Nesoryzomys_darwini"
"Nesoryzomys_fernandinae","Nesoryzomys_fernandinae","Nesoryzomys_fernandinae","Nesoryzomys_fernandinae","Nesoryzomys_fernandinae"
"Nesoryzomys_indefessus","Nesoryzomys_indefessus","Nesoryzomys_indefessus","Nesoryzomys_indefessus","Nesoryzomys_indefessus"
"Nesoryzomys_narboroughi","Nesoryzomys_narboroughi","Nesoryzomys_narboroughi","000 Species not accepted_000 Species not accepted","Nesoryzomys_narboroughi"
"Nesoryzomys_spB","Nesoryzomys_Sp_B","Nesoryzomys_Sp_B","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Nesoryzomys_spC","Nesoryzomys_Sp_C","Nesoryzomys_Sp_C","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Nesoryzomys_spD","Nesoryzomys_Sp_D","Nesoryzomys_Sp_D","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Nesoryzomys_swarthi","Nesoryzomys_swarthi","Nesoryzomys_swarthi","Nesoryzomys_swarthi","Nesoryzomys_swarthi"
"Nesotragus_moschatus","Nesotragus_moschatus","Nesotragus_moschatus","Neotragus_moschatus","Nesotragus_moschatus"
"Neurotrichus_gibbsii","Neurotrichus_gibbsii","Neurotrichus_gibbsii","Neurotrichus_gibbsii","Neurotrichus_gibbsii"
"Neuryurus_trabeculatus","Neuryurus_trabeculatus","Neuryurus_trabeculatus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Neusticomys_ferreirai","Neusticomys_ferreirai","Neusticomys_ferreirai","000 Species not accepted_000 Species not accepted","Neusticomys_ferreirai"
"Neusticomys_monticolus","Neusticomys_monticolus","Neusticomys_monticolus","Neusticomys_monticolus","Neusticomys_monticolus"
"Neusticomys_mussoi","Neusticomys_mussoi","Neusticomys_mussoi","Neusticomys_mussoi","Neusticomys_mussoi"
"Neusticomys_oyapocki","Neusticomys_oyapocki","Neusticomys_oyapocki","Neusticomys_oyapocki","Neusticomys_oyapocki"
"Neusticomys_peruviensis","Neusticomys_peruviensis","Neusticomys_peruviensis","Neusticomys_peruviensis","Neusticomys_peruviensis"
"Neusticomys_venezuelae","Neusticomys_venezuelae","Neusticomys_venezuelae","Neusticomys_venezuelae","Neusticomys_venezuelae"
"Nilgiritragus_hylocrius","Nilgiritragus_hylocrius","Nilgiritragus_hylocrius","Hemitragus_hylocrius","Nilgiritragus_hylocrius"
"Nilopegamys_plumbeus","Nilopegamys_plumbeus","Nilopegamys_plumbeus","Nilopegamys_plumbeus","Nilopegamys_plumbeus"
"Ningaui_ridei","Ningaui_ridei","Ningaui_ridei","Ningaui_ridei","Ningaui_ridei"
"Ningaui_timealeyi","Ningaui_timealeyi","Ningaui_timealeyi","Ningaui_timealeyi","Ningaui_timealeyi"
"Ningaui_yvonneae","Ningaui_yvonneae","Ningaui_yvonneae","Ningaui_yvonnae","Ningaui_yvonneae"
"Niviventer_andersoni","Niviventer_andersoni","Niviventer_andersoni","Niviventer_andersoni","Niviventer_andersoni"
"Niviventer_brahma","Niviventer_brahma","Niviventer_brahma","Niviventer_brahma","Niviventer_brahma"
"Niviventer_cameroni","Niviventer_cameroni","Niviventer_cameroni","Niviventer_cameroni","Niviventer_cameroni"
"Niviventer_confucianus","Niviventer_confucianus","Niviventer_confucianus","Niviventer_confucianus","Niviventer_confucianus"
"Niviventer_coninga","Niviventer_coninga","Niviventer_coninga","Niviventer_coninga","Niviventer_coninga"
"Niviventer_cremoriventer","Niviventer_cremoriventer","Niviventer_cremoriventer","Niviventer_cremoriventer","Niviventer_cremoriventer"
"Niviventer_culturatus","Niviventer_culturatus","Niviventer_culturatus","Niviventer_culturatus","Niviventer_culturatus"
"Niviventer_eha","Niviventer_eha","Niviventer_eha","Niviventer_eha","Niviventer_eha"
"Niviventer_excelsior","Niviventer_excelsior","Niviventer_excelsior","Niviventer_excelsior","Niviventer_excelsior"
"Niviventer_fraternus","Niviventer_fraternus","Niviventer_fraternus","Niviventer_fraternus","Niviventer_fraternus"
"Niviventer_fulvescens","Niviventer_fulvescens","Niviventer_fulvescens","Niviventer_fulvescens","Niviventer_fulvescens"
"Niviventer_hinpoon","Niviventer_hinpoon","Niviventer_hinpoon","Niviventer_hinpoon","Niviventer_hinpoon"
"Niviventer_langbianis","Niviventer_langbianis","Niviventer_langbianis","Niviventer_langbianis","Niviventer_langbianis"
"Niviventer_lepturus","Niviventer_lepturus","Niviventer_lepturus","Niviventer_lepturus","Niviventer_lepturus"
"Niviventer_niviventer","Niviventer_niviventer","Niviventer_niviventer","Niviventer_niviventer","Niviventer_niviventer"
"Niviventer_rapit","Niviventer_rapit","Niviventer_rapit","Niviventer_rapit","Niviventer_rapit"
"Niviventer_tenaster","Niviventer_tenaster","Niviventer_tenaster","Niviventer_tenaster","Niviventer_tenaster"
"Noctilio_albiventris","Noctilio_albiventris","Noctilio_albiventris","Noctilio_albiventris","Noctilio_albiventris"
"Noctilio_leporinus","Noctilio_leporinus","Noctilio_leporinus","Noctilio_leporinus","Noctilio_leporinus"
"Nomascus_concolor","Nomascus_concolor","Nomascus_concolor","Nomascus_concolor","Nomascus_concolor"
"Nomascus_gabriellae","Nomascus_gabriellae","Nomascus_gabriellae","Nomascus_gabriellae","Nomascus_gabriellae"
"Nomascus_hainanus","Nomascus_hainanus","Nomascus_hainanus","Nomascus_hainanus","Nomascus_hainanus"
"Nomascus_leucogenys","Nomascus_leucogenys","Nomascus_leucogenys","Nomascus_leucogenys","Nomascus_leucogenys"
"Nomascus_nasutus","Nomascus_nasutus","Nomascus_nasutus","000 Species not accepted_000 Species not accepted","Nomascus_nasutus"
"Nomascus_siki","Nomascus_siki","Nomascus_siki","Nomascus_siki","Nomascus_siki"
"Noronhomys_vespuccii","Noronhomys_vespuccii","Noronhomys_vespuccii","Noronhomys_vespuccii","Noronhomys_vespuccii"
"Nothrotheriops_shastensis","Nothrotheriops_shastense","Nothrotheriops_shastense","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Nothrotherium_maquinense","Nothrotherium_maquinense","Nothrotherium_maquinense","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Notiomastodon_platensis","Notiomastodon_platensis","Stegomastodon_platensis","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Notiomys_edwardsii","Notiomys_edwardsii","Notiomys_edwardsii","Notiomys_edwardsii","Notiomys_edwardsii"
"Notiosorex_cockrumi","Notiosorex_cockrumi","Notiosorex_cockrumi","Notiosorex_cockrumi","Notiosorex_cockrumi"
"Notiosorex_crawfordi","Notiosorex_crawfordi","Notiosorex_crawfordi","Notiosorex_crawfordi","Notiosorex_crawfordi"
"Notiosorex_evotis","Notiosorex_evotis","Notiosorex_evotis","Notiosorex_evotis","Notiosorex_evotis"
"Notiosorex_villai","Notiosorex_villai","Notiosorex_villai","Notiosorex_villai","Notiosorex_villai"
"Notocitellus_adocetus","Spermophilus_adocetus","Spermophilus_adocetus","Spermophilus_adocetus","Notocitellus_adocetus"
"Notocitellus_annulatus","Spermophilus_annulatus","Spermophilus_annulatus","Spermophilus_annulatus","Notocitellus_annulatus"
"Notomys_alexis","Notomys_alexis","Notomys_alexis","Notomys_alexis","Notomys_alexis"
"Notomys_amplus","Notomys_amplus","Notomys_amplus","Notomys_amplus","Notomys_amplus"
"Notomys_aquilo","Notomys_aquilo","Notomys_aquilo","Notomys_aquilo","Notomys_aquilo"
"Notomys_cervinus","Notomys_cervinus","Notomys_cervinus","Notomys_cervinus","Notomys_cervinus"
"Notomys_fuscus","Notomys_fuscus","Notomys_fuscus","Notomys_fuscus","Notomys_fuscus"
"Notomys_longicaudatus","Notomys_longicaudatus","Notomys_longicaudatus","Notomys_longicaudatus","Notomys_longicaudatus"
"Notomys_macrotis","Notomys_macrotis","Notomys_macrotis","Notomys_macrotis","Notomys_macrotis"
"Notomys_mitchellii","Notomys_mitchellii","Notomys_mitchellii","Notomys_mitchellii","Notomys_mitchellii"
"Notomys_mordax","Notomys_mordax","Notomys_mordax","Notomys_mordax","Notomys_mordax"
"Notomys_robustus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Notomys_robustus"
"Notopteris_macdonaldi","Notopteris_macdonaldi","Notopteris_macdonaldi","Notopteris_macdonaldi","Notopteris_macdonaldi"
"Notopteris_neocaledonica","Notopteris_neocaledonica","Notopteris_neocaledonica","Notopteris_neocaledonica","Notopteris_neocaledonica"
"Notoryctes_caurinus","Notoryctes_caurinus","Notoryctes_caurinus","Notoryctes_caurinus","Notoryctes_caurinus"
"Notoryctes_typhlops","Notoryctes_typhlops","Notoryctes_typhlops","Notoryctes_typhlops","Notoryctes_typhlops"
"Nyctalus_aviator","Nyctalus_aviator","Nyctalus_aviator","Nyctalus_aviator","Nyctalus_aviator"
"Nyctalus_azoreum","Nyctalus_azoreum","Nyctalus_azoreum","Nyctalus_azoreum","Nyctalus_azoreum"
"Nyctalus_furvus","Nyctalus_furvus","Nyctalus_furvus","Nyctalus_furvus","Nyctalus_furvus"
"Nyctalus_lasiopterus","Nyctalus_lasiopterus","Nyctalus_lasiopterus","Nyctalus_lasiopterus","Nyctalus_lasiopterus"
"Nyctalus_leisleri","Nyctalus_leisleri","Nyctalus_leisleri","Nyctalus_leisleri","Nyctalus_leisleri"
"Nyctalus_montanus","Nyctalus_montanus","Nyctalus_montanus","Nyctalus_montanus","Nyctalus_montanus"
"Nyctalus_noctula","Nyctalus_noctula","Nyctalus_noctula","Nyctalus_noctula","Nyctalus_noctula"
"Nyctalus_plancyi","Nyctalus_plancyi","Nyctalus_plancyi","Nyctalus_plancyi","Nyctalus_plancyi"
"Nyctereutes_procyonoides","Nyctereutes_procyonoides","Nyctereutes_procyonoides","Nyctereutes_procyonoides","Nyctereutes_procyonoides"
"Nycteris_arge","Nycteris_arge","Nycteris_arge","Nycteris_arge","Nycteris_arge"
"Nycteris_aurita","Nycteris_aurita","Nycteris_aurita","Nycteris_aurita","Nycteris_aurita"
"Nycteris_gambiensis","Nycteris_gambiensis","Nycteris_gambiensis","Nycteris_gambiensis","Nycteris_gambiensis"
"Nycteris_grandis","Nycteris_grandis","Nycteris_grandis","Nycteris_grandis","Nycteris_grandis"
"Nycteris_hispida","Nycteris_hispida","Nycteris_hispida","Nycteris_hispida","Nycteris_hispida"
"Nycteris_intermedia","Nycteris_intermedia","Nycteris_intermedia","Nycteris_intermedia","Nycteris_intermedia"
"Nycteris_javanica","Nycteris_javanica","Nycteris_javanica","Nycteris_javanica","Nycteris_javanica"
"Nycteris_macrotis","Nycteris_macrotis","Nycteris_macrotis","Nycteris_macrotis","Nycteris_macrotis"
"Nycteris_madagascariensis","Nycteris_madagascariensis","Nycteris_madagascariensis","Nycteris_madagascariensis","Nycteris_madagascariensis"
"Nycteris_major","Nycteris_major","Nycteris_major","Nycteris_major","Nycteris_major"
"Nycteris_nana","Nycteris_nana","Nycteris_nana","Nycteris_nana","Nycteris_nana"
"Nycteris_parisii","Nycteris_parisii","Nycteris_parisii","Nycteris_parisii","Nycteris_parisii"
"Nycteris_thebaica","Nycteris_thebaica","Nycteris_thebaica","Nycteris_thebaica","Nycteris_thebaica"
"Nycteris_tragata","Nycteris_tragata","Nycteris_tragata","Nycteris_tragata","Nycteris_tragata"
"Nycteris_vinsoni","Nycteris_vinsoni","Nycteris_vinsoni","Nycteris_vinsoni","Nycteris_vinsoni"
"Nycteris_woodi","Nycteris_woodi","Nycteris_woodi","Nycteris_woodi","Nycteris_woodi"
"Nycticebus_bengalensis","Nycticebus_bengalensis","Nycticebus_bengalensis","Nycticebus_bengalensis","Nycticebus_bengalensis"
"Nycticebus_coucang","Nycticebus_coucang","Nycticebus_coucang","Nycticebus_coucang","Nycticebus_coucang"
"Nycticebus_javanicus","Nycticebus_javanicus","Nycticebus_javanicus","000 Species not accepted_000 Species not accepted","Nycticebus_javanicus"
"Nycticebus_menagensis","Nycticebus_menagensis","Nycticebus_menagensis","000 Species not accepted_000 Species not accepted","Nycticebus_menagensis"
"Nycticebus_pygmaeus","Nycticebus_pygmaeus","Nycticebus_pygmaeus","Nycticebus_pygmaeus","Nycticebus_pygmaeus"
"Nycticeinops_schlieffeni","Nycticeinops_schlieffeni","Nycticeinops_schlieffeni","Nycticeinops_schlieffeni","Nycticeinops_schlieffeni"
"Nycticeius_cubanus","Nycticeius_cubanus","Nycticeius_cubanus","Nycticeius_cubanus","Nycticeius_cubanus"
"Nycticeius_humeralis","Nycticeius_humeralis","Nycticeius_humeralis","Nycticeius_humeralis","Nycticeius_humeralis"
"Nyctiellus_lepidus","Nyctiellus_lepidus","Nyctiellus_lepidus","Nyctiellus_lepidus","Nyctiellus_lepidus"
"Nyctimene_aello","Nyctimene_aello","Nyctimene_aello","Nyctimene_aello","Nyctimene_aello"
"Nyctimene_albiventer","Nyctimene_albiventer","Nyctimene_albiventer","Nyctimene_albiventer","Nyctimene_albiventer"
"Nyctimene_cephalotes","Nyctimene_cephalotes","Nyctimene_cephalotes","Nyctimene_cephalotes","Nyctimene_cephalotes"
"Nyctimene_certans","Nyctimene_certans","Nyctimene_certans","Nyctimene_certans","Nyctimene_certans"
"Nyctimene_cyclotis","Nyctimene_cyclotis","Nyctimene_cyclotis","Nyctimene_cyclotis","Nyctimene_cyclotis"
"Nyctimene_draconilla","Nyctimene_draconilla","Nyctimene_draconilla","Nyctimene_draconilla","Nyctimene_draconilla"
"Nyctimene_keasti","Nyctimene_keasti","Nyctimene_keasti","Nyctimene_keasti","Nyctimene_keasti"
"Nyctimene_major","Nyctimene_major","Nyctimene_major","Nyctimene_major","Nyctimene_major"
"Nyctimene_malaitensis","Nyctimene_malaitensis","Nyctimene_malaitensis","Nyctimene_malaitensis","Nyctimene_malaitensis"
"Nyctimene_masalai","Nyctimene_masalai","Nyctimene_masalai","Nyctimene_masalai","Nyctimene_masalai"
"Nyctimene_minutus","Nyctimene_minutus","Nyctimene_minutus","Nyctimene_minutus","Nyctimene_minutus"
"Nyctimene_rabori","Nyctimene_rabori","Nyctimene_rabori","Nyctimene_rabori","Nyctimene_rabori"
"Nyctimene_robinsoni","Nyctimene_robinsoni","Nyctimene_robinsoni","Nyctimene_robinsoni","Nyctimene_robinsoni"
"Nyctimene_sanctacrucis","Nyctimene_sanctacrucis","Nyctimene_sanctacrucis","Nyctimene_sanctacrucis","Nyctimene_sanctacrucis"
"Nyctimene_vizcaccia","Nyctimene_vizcaccia","Nyctimene_vizcaccia","Nyctimene_vizcaccia","Nyctimene_vizcaccia"
"Nyctinomops_aurispinosus","Nyctinomops_aurispinosus","Nyctinomops_aurispinosus","Nyctinomops_aurispinosus","Nyctinomops_aurispinosus"
"Nyctinomops_femorosaccus","Nyctinomops_femorosaccus","Nyctinomops_femorosaccus","Nyctinomops_femorosaccus","Nyctinomops_femorosaccus"
"Nyctinomops_laticaudatus","Nyctinomops_laticaudatus","Nyctinomops_laticaudatus","Nyctinomops_laticaudatus","Nyctinomops_laticaudatus"
"Nyctinomops_macrotis","Nyctinomops_macrotis","Nyctinomops_macrotis","Nyctinomops_macrotis","Nyctinomops_macrotis"
"Nyctomys_sumichrasti","Nyctomys_sumichrasti","Nyctomys_sumichrasti","Nyctomys_sumichrasti","Nyctomys_sumichrasti"
"Nyctophilus_arnhemensis","Nyctophilus_arnhemensis","Nyctophilus_arnhemensis","Nyctophilus_arnhemensis","Nyctophilus_arnhemensis"
"Nyctophilus_bifax","Nyctophilus_bifax","Nyctophilus_bifax","Nyctophilus_bifax","Nyctophilus_bifax"
"Nyctophilus_geoffroyi","Nyctophilus_geoffroyi","Nyctophilus_geoffroyi","Nyctophilus_geoffroyi","Nyctophilus_geoffroyi"
"Nyctophilus_gouldi","Nyctophilus_gouldi","Nyctophilus_gouldi","Nyctophilus_gouldi","Nyctophilus_gouldi"
"Nyctophilus_heran","Nyctophilus_heran","Nyctophilus_heran","Nyctophilus_heran","Nyctophilus_heran"
"Nyctophilus_howensis","Nyctophilus_howensis","Nyctophilus_howensis","Nyctophilus_howensis","Nyctophilus_howensis"
"Nyctophilus_microdon","Nyctophilus_microdon","Nyctophilus_microdon","Nyctophilus_microdon","Nyctophilus_microdon"
"Nyctophilus_microtis","Nyctophilus_microtis","Nyctophilus_microtis","Nyctophilus_microtis","Nyctophilus_microtis"
"Nyctophilus_nebulosus","Nyctophilus_nebulosus","Nyctophilus_nebulosus","Nyctophilus_nebulosus","Nyctophilus_nebulosus"
